SCHOOL_DSTRCT_NM,SCHOOL_DSTRCT_CD,TOTAL_Grad_Rate,PERCENT_Grad_Rate,TOTAL_COUNT_Grad_Rate,Percent Direct Certified,ACT Composite,STUDENT_COUNT_ALL_Attendance,FIVE_OR_FEWER_PERCENT_ALL_Attendance,SIX_TO_FIFTEEN_PERCENT_ALL_Attendance,OVER_15_PERCENT_ALL_Attendance,CHRONIC_ABSENT_PERC_ALL_Attendance,PROGRAM_PERCENT_Dropout,Teachers_Percent_Inexp,HOPE_ELIGIBLE_PCT,Debt Services_Expenditures_Per Student,Federal_Revenues_Per Student,General Administration_Expenditures_Per Student,Instruction_Expenditures_Per Student,Instructional Support_Expenditures_Per Student,Local_Revenues_Per Student,Maintenance and Operations_Expenditures_Per Student,Media_Expenditures_Per Student,Other_Revenues_Per Student,Pupil Services_Expenditures_Per Student,Renovation and Capital Projects_Expenditures_Per Student,School Administration_Expenditures_Per Student,School food Services_Expenditures_Per Student,State Lottery_Revenues_Per Student,State Other_Revenues_Per Student,State QBE_Revenues_Per Student,Transportation_Expenditures_Per Student,Debt Services_Expenditures_Dollars per FTE_Per Student,Federal_Revenues_Dollars per FTE_Per Student,General Administration_Expenditures_Dollars per FTE_Per Student,Instruction_Expenditures_Dollars per FTE_Per Student,Instructional Support_Expenditures_Dollars per FTE_Per Student,Local_Revenues_Dollars per FTE_Per Student,Maintenance and Operations_Expenditures_Dollars per FTE_Per Student,Media_Expenditures_Dollars per FTE_Per Student,Other_Revenues_Dollars per FTE_Per Student,Pupil Services_Expenditures_Dollars per FTE_Per Student,Renovation and Capital Projects_Expenditures_Dollars per FTE_Per Student,School Administration_Expenditures_Dollars per FTE_Per Student,School food Services_Expenditures_Dollars per FTE_Per Student,State Lottery_Revenues_Dollars per FTE_Per Student,State Other_Revenues_Dollars per FTE_Per Student,State QBE_Revenues_Dollars per FTE_Per Student,Transportation_Expenditures_Dollars per FTE_Per Student,SAT Combined Score,Labels
Social Circle City,786,110,95.65,115,26.89891491,20.9,1861,50.2,37.5,12.3,11.9,2.0,41.26378287,56.73,7.367576572,2.031719506,595.0924449,6195.023541,253.7475766,3297.329285,862.4119613,167.017238,0.0,476.8591671,0.0,858.0424073,45.49808168,0,155.89072,6579.272434,342.7390758,0.004169801,0.001149919,0.336593229,3.503970983,0.143524987,1.865002687,0.48779151,0.094465341,0.0,0.269715207,0.0,0.485319721,0.025733477,0,0.088173025,3.72130575,0.193858141,1108.0,5
Stephens County,727,258,92.47,279,39.95766076,21.2,3986,40.1,36.8,23.1,22.2,2.0,21.47893826,55.22,0.0,0.0,315.5942398,6367.956914,368.5366859,3003.743733,552.1654967,96.47674109,0.0,390.2529328,0.0,530.6861666,9.000446563,0,484.460858,6324.221776,433.9543803,0.0,0.0,0.08296287,1.674016558,0.096881586,0.7896287,0.145153036,0.025361264,0.0,0.102589062,0.0,0.139508279,0.00236578,0,0.127355745,1.662518816,0.114079277,1074.0,13
Stewart County,728,24,85.71,28,67.91044776,21.35454545,442,64.5,17.6,17.9,16.3,2.287288136,41.34135338,20.83,0.0,1.980429864,910.4670814,5892.675113,619.265181,7113.507376,879.9603167,180.3830317,0.0,897.4332127,0.0,1109.09138,6.723687783,0,71.36785068,7035.099548,1034.601199,0.0,0.00479638,2.209864253,14.30260181,1.503076923,17.26579186,2.135837104,0.437828054,0.0,2.178235294,0.0,2.691968326,0.016312217,0,0.17321267,17.07547511,2.511176471,1048.509554,16
Sumter County,729,191,92.27,207,69.78148361,21.35454545,3615,69.8,17.1,13.1,11.0,2.287288136,43.97764502,36.55,0.0,0.0,363.8104592,5967.240302,468.6105201,4895.40343,660.9815131,169.7948658,0.0,353.4550871,0.0,747.5794633,1.36735823,0,137.2675131,6408.232089,763.0478091,0.0,0.0,0.100863071,1.654351314,0.129917012,1.357195021,0.183250346,0.047073306,0.0,0.097991701,0.0,0.207258645,0.000378976,0,0.038055325,1.776608575,0.211546335,963.0,11
Talbot County,730,41,97.62,42,70.88036117,21.35454545,471,62.0,24.6,13.4,14.0,2.287288136,26.0,32.5,0.0,0.0,1181.050361,6225.026837,444.6375159,8434.820573,1626.460021,206.7886624,0.0,609.9353291,0.0,1118.911507,6.528726115,0,376.8447346,6286.656051,1026.620021,0.0,0.0,2.618747346,13.80271762,0.985902335,18.70248408,3.606348195,0.4585138,0.0,1.352399151,0.0,2.480955414,0.01447983,0,0.835583864,13.93936306,2.276326964,1048.509554,7
Taliaferro County,731,14,82.35,17,60.0,21.35454545,176,57.4,14.2,28.4,25.0,2.287288136,37.0,28.57,0.0,2.162272727,2499.128011,10993.12063,621.666875,10189.96273,2026.105057,511.7985227,5.681818182,1354.001534,0.0,1007.414716,32.37784091,0,155.586875,11831.78977,928.7282386,0.0,0.012784091,14.78772727,65.04806818,3.678522727,60.295625,11.98880682,3.028409091,0.033636364,8.011818182,0.0,5.961022727,0.191590909,0,0.920625,70.01056818,5.495454545,1048.509554,10
Tattnall County,732,227,88.33,257,45.40816327,21.35454545,3720,44.7,37.3,18.0,19.0,2.0,32.68420027,45.78,66.17829032,8.063322581,347.1116586,5694.62436,456.3689543,2254.392801,587.9778683,144.6495027,0.0,457.7282043,-0.002688172,571.3407177,11.0661129,0,127.2482473,6901.582796,559.0023495,0.018346774,0.002236559,0.096233871,1.578771505,0.126524194,0.625005376,0.163010753,0.040102151,0.0,0.126900538,0.0,0.158397849,0.003067204,0,0.035276882,1.913387097,0.154975806,1041.0,13
Taylor County,733,94,85.45,110,50.43273013,21.35454545,1359,42.7,38.3,19.1,15.3,2.4,32.28850575,54.35,0.0,99.71529065,570.5006034,7170.908308,207.3663061,3785.299272,814.0817071,189.4945843,0.0,337.1501472,0.0,545.0693672,6.930507726,0,465.7910375,7271.367182,504.1308241,0.0,0.077844003,0.44535688,5.597895511,0.16187638,2.954959529,0.635504047,0.147924945,0.0,0.263193525,0.0,0.425504047,0.005408389,0,0.363612951,5.676320824,0.393546726,958.0,5
Telfair County,734,105,90.52,116,54.39056356,21.35454545,1612,55.6,31.9,12.5,12.7,2.287288136,23.62781955,63.46,0.0,0.0,496.2239268,5787.403381,254.8681886,3128.793083,739.9804342,145.4128102,0.0,359.6204529,15.89019851,672.8821588,5.271389578,0,337.0678846,7427.625931,618.2119293,0.0,0.0,0.322853598,3.765390819,0.165818859,2.035651365,0.481445409,0.094609181,0.0,0.233976427,0.010341191,0.437791563,0.003430521,0,0.219305211,4.832549628,0.402220844,980.0,5
Terrell County,735,80,88.89,90,75.0,21.35454545,1165,81.7,16.3,2.0,2.2,2.287288136,39.38041958,30.49,146.2316481,0.0,572.6875622,5562.022197,564.545794,4802.441957,942.4923176,201.8021803,0.0,507.5433133,0.0,920.0268755,11.19915021,0,156.3210129,5212.240343,432.0096223,0.128386266,0.0,0.502798283,4.883253219,0.495648069,4.216369099,0.827476395,0.177175966,0.0,0.44560515,0.0,0.807751073,0.009828326,0,0.137244635,4.576154506,0.379287554,908.0,16
Thomas County,736,312,90.17,346,42.68381021,22.0,5859,48.6,34.9,16.5,17.8,2.287288136,36.93042292,36.99,0.0,0.0,242.7492661,5850.735286,583.6721796,2880.798358,841.8186738,120.8580287,0.0,441.1216419,0.0,522.3271309,9.544338624,0,116.9325346,7321.529783,508.4650998,0.0,0.0,0.043597884,1.05077829,0.104826762,0.517385219,0.151187916,0.021705069,0.0,0.079225124,0.0,0.093809524,0.001713603,0,0.021000171,1.314929169,0.091319338,1030.0,0
Thomaston-Upson County,745,266,87.79,303,46.53668548,21.3,4094,41.7,36.1,22.2,22.5,2.9,39.50527465,50.0,0.0,35.57399121,323.0178627,5915.568842,266.2031656,2754.422176,853.9052272,105.3229995,19.18005129,376.8635393,0.0,693.5802174,29.27058622,0,92.33452369,6965.149487,537.7459086,0.0,0.00906937,0.082359551,1.508304836,0.067874939,0.702300928,0.217721055,0.026853933,0.004890083,0.096089399,0.0,0.176844162,0.00746214,0,0.023541768,1.775918417,0.137110405,1041.0,13
Thomasville City,789,147,80.33,183,40.68322981,21.8,2745,50.2,31.5,18.2,19.1,1.6,34.41779441,46.1,0.0,85.96956648,316.94749,4428.958368,378.0977851,4966.955934,628.6621093,135.4320474,46.30236794,565.4373807,2.810200364,881.4251949,15.26582514,0,67.32822222,5357.998907,205.5817632,0.0,0.033129326,0.122138434,1.706728597,0.145701275,1.914047359,0.242258652,0.052189435,0.017843352,0.217894353,0.001081967,0.339661202,0.005883424,0,0.025945355,2.064739526,0.079224044,1058.0,16
Tift County,737,487,91.03,535,46.82166375,21.5,7910,22.4,32.9,44.8,44.3,1.2,42.51702023,35.44,0.0,2.41908976,133.9160683,5467.604407,199.0244576,2784.984351,515.4571593,134.6794235,0.025283186,395.7025145,0.0,731.7054197,7.900996207,0,107.5230632,6234.869279,236.2866346,0.0,0.000322377,0.017815424,0.72736536,0.026476612,0.370491783,0.068572693,0.017916561,3.79e-06,0.052640961,0.0,0.097340076,0.001050569,0,0.014303413,0.829436157,0.031433628,1059.0,0
Toombs County,738,169,94.41,179,50.49614112,21.35454545,2959,31.8,38.1,30.2,33.2,2.287288136,32.53541768,40.83,1.447134167,5.413991213,95.04164921,4997.393717,160.797783,2705.715103,650.5061642,205.3013079,0.0,333.5414769,0.0,501.0986482,23.19341669,0,171.1595607,6555.548496,425.9038256,0.000527205,0.001966881,0.034521798,1.815255154,0.058408246,0.982825279,0.236289287,0.074572491,0.0,0.121155796,0.0,0.182017574,0.008425144,0,0.062173031,2.381236904,0.154704292,979.0,13
Towns County,739,72,91.14,79,25.82710779,21.35454545,1003,47.7,37.1,15.3,14.1,2.287288136,13.07125604,61.64,0.0,50.33566301,562.1483649,8496.599511,159.8767996,10452.00834,927.5330508,250.7079561,0.0,1187.423759,0.0,861.4140578,13.71905284,0,199.391346,4249.439681,489.9558724,0.0,0.052652044,0.588025922,8.887657029,0.167238285,10.93306082,0.970219342,0.26224327,0.0,1.242073779,0.0,0.90105683,0.014346959,0,0.208564307,4.445024925,0.512502493,1035.0,7
Treutlen County,740,50,87.72,57,47.37845567,21.35454545,1112,45.7,36.1,18.3,18.3,2.287288136,23.92763158,40.38,0.0,0.0,604.293786,5733.307905,209.8697752,2066.790108,718.4505576,91.63117806,0.0,272.5945054,0.0,631.8736781,8.828642086,0,195.6342896,8485.906475,546.0781115,0.0,0.0,0.572248201,5.429271583,0.198741007,1.957185252,0.680350719,0.086771583,0.0,0.258138489,0.0,0.598363309,0.008363309,0,0.185260791,8.035899281,0.517122302,1008.0,5
Trion City,791,78,98.73,79,23.84428224,20.0,1273,45.5,40.5,14.1,11.2,2.287288136,22.48695652,69.62,18.21681068,0.910274941,432.9489866,6409.418162,67.10794973,1059.158335,1210.540385,155.2508248,0.0,298.0246583,0.0,909.5590573,3.448672427,0,73.75186174,8929.952082,36.41882954,0.014391202,0.000722702,0.341979576,5.0627337,0.053008641,0.836614297,0.956190102,0.122631579,0.0,0.235404556,0.0,0.718452474,0.002725844,0,0.058256088,7.053676355,0.028766693,995.0,5
Troup County,741,729,85.87,849,44.27284427,23.0,12467,47.4,35.0,17.6,17.3,2.1,36.81973692,41.61,0.0,54.90674019,268.7857993,5386.857269,326.8123662,4507.785123,1031.738661,149.1922098,0.0,547.776352,73.28782225,677.3171613,6.627921713,0,122.9204869,5427.163808,725.1878896,0.0,0.004653886,0.02278014,0.456551696,0.027697923,0.382047806,0.087442849,0.012644582,0.0,0.046425764,0.006211599,0.057404347,0.000561482,0,0.010417903,0.459967915,0.061461458,1110.0,6
Turner County,742,80,95.24,84,65.26891522,21.35454545,1171,45.0,30.2,24.8,26.0,2.287288136,51.05555556,29.63,0.0,14.31682323,735.5917079,5652.129411,604.7551665,3803.069855,891.4198292,169.9972502,28.60807003,681.1115286,0.0,562.1422203,7.443894108,0,253.4756191,7086.864219,547.5033561,0.0,0.012843723,0.659726729,5.069171648,0.542382579,3.410828352,0.799479078,0.152467976,0.025653288,0.610862511,0.0,0.504167378,0.006678053,0,0.227335611,6.355935098,0.491033305,1048.509554,5
Twiggs County,743,48,76.19,63,59.02578797,21.35454545,768,42.2,25.3,32.6,33.2,2.287288136,47.58515284,46.34,0.0,0.0,1259.375638,5392.579271,119.3254297,6791.691211,1740.386471,202.702474,0.0,639.2973958,0.0,883.9866536,14.36027344,0,308.4954557,4633.445313,876.8239063,0.0,0.0,1.817278646,7.781497396,0.1721875,9.800416667,2.511380208,0.2925,0.0,0.922513021,0.0,1.275598958,0.020716146,0,0.44515625,6.686067708,1.265260417,903.0,16
Union County,744,175,94.09,186,23.71541502,22.5,2973,77.1,14.9,7.9,8.4,1.5,24.2222918,63.19,0.0,45.92976791,355.3670098,5419.421826,298.2796704,6344.157952,1320.699095,149.037003,7.109219643,393.8473091,0.0,643.3455163,7.841944164,0,140.5173798,5257.594013,413.9148907,0.0,0.01638076,0.126737302,1.932748066,0.106377397,2.262539522,0.471005718,0.053151699,0.002536159,0.14045745,0.0,0.229438278,0.002795156,0,0.050114363,1.875031954,0.147615203,1062.0,16
Valdosta City,792,385,90.38,426,61.39366741,22.2,8960,55.5,31.8,12.8,17.6,1.4,49.22923468,41.32,0.0,11.18415179,215.8583929,5257.656425,336.0715737,3238.886602,765.7977556,118.1007321,0.0,398.0191473,0.0,610.9645603,6.556128348,0,81.73604576,5093.629688,328.2647757,0.0,0.001379464,0.026629464,0.648612723,0.041459821,0.399566964,0.094473214,0.014569196,0.0,0.049101563,0.0,0.075371652,0.000809152,0,0.010083705,0.628377232,0.040496652,1066.0,17
Vidalia City,793,152,93.83,162,45.45062527,21.35454545,2501,59.5,27.7,12.9,13.4,1.8,38.71454436,48.67,0.0,0.0,311.3564174,4591.628633,292.255086,2292.799104,387.9495602,182.715006,1.699320272,529.3296122,0.0,569.424986,8.019120352,0,195.3887645,5931.305078,284.9209756,0.0,0.0,0.133170732,1.963914434,0.125001999,0.980667733,0.165933627,0.078148741,0.000727709,0.226401439,0.0,0.24355058,0.003430628,0,0.083570572,2.536913235,0.121867253,1021.0,13
Walker County,746,516,90.69,569,34.30182665,19.4,8766,44.9,33.9,21.3,22.9,2.9,23.95753467,44.17,0.0,4.398843258,115.3254997,6500.574723,246.1770922,3000.22533,577.7997308,147.934773,0.0,501.4170146,0.0,717.1908225,8.279428474,0,175.1897,7366.779375,515.929368,0.0,0.000540726,0.014185489,0.799579055,0.03028063,0.369031485,0.071070043,0.018196441,0.0,0.061674652,0.0,0.088215834,0.001018709,0,0.021548026,0.906122519,0.063459959,1214.0,0
Walton County,747,792,92.74,854,27.06586826,21.8,14465,35.6,38.5,25.8,25.3,1.9,24.55997097,54.88,0.0,49.0676495,221.1750176,5494.298625,322.3446664,4141.452835,539.1962862,130.3985185,0.0,292.9041963,0.0,651.251317,4.77006291,0,86.3712354,5012.685932,398.9148856,0.0,0.003630833,0.016365019,0.406533702,0.023850674,0.30643346,0.039896301,0.009648116,0.0,0.021672312,0.0,0.048187349,0.000353267,0,0.006390598,0.37089803,0.029516765,1059.0,6
Ware County,748,326,90.3,361,49.53238656,18.8,6295,38.8,35.7,25.5,28.5,2.6,33.65461847,45.63,0.0,19.75555838,138.9793296,6137.366651,320.5836934,2537.415439,932.9027101,209.8437411,0.050303415,366.1755997,7.528611597,665.3887514,16.57356473,0,106.3671867,7365.014297,482.6006402,0.0,0.003410643,0.023998411,1.059810961,0.055358221,0.43816521,0.161094519,0.036236696,7.94e-06,0.063231136,0.001299444,0.114900715,0.002862589,0,0.018366958,1.271803018,0.083335981,1048.0,0
Warren County,749,37,82.22,45,65.75121163,21.35454545,653,47.8,24.2,28.0,25.4,2.287288136,36.08285386,43.24,0.0,0.0,1034.13242,5610.513675,425.0243338,6248.006585,1056.769571,144.9215926,-85.17843798,301.0991577,0.0,883.8917305,7.006891271,0,341.9793721,6479.583461,784.796049,0.0,0.0,1.667947933,9.049218989,0.685528331,10.07742726,1.704471669,0.233751914,-0.137381317,0.485650842,0.0,1.425635528,0.011301685,0,0.551577335,10.45093415,1.265803982,1048.509554,16
Washington County,750,207,93.24,222,51.18434604,17.9,3016,38.8,35.0,26.2,23.0,2.287288136,21.72829582,59.62,0.0,28.07885942,525.1518236,5517.402977,414.5950464,4298.651751,874.7900962,152.3830802,0.0,437.6772679,0.0,771.4075199,6.84053382,0,106.0264224,5322.828912,326.9647878,0.0,0.009578912,0.179171088,1.882430371,0.141452255,1.466614721,0.298461538,0.05198939,0.0,0.149326923,0.0,0.263189655,0.002334218,0,0.03617374,1.81604443,0.11155504,986.0,11
Wayne County,751,317,93.79,338,42.55588359,18.6,5202,27.8,39.0,33.2,32.8,1.5,33.41162398,42.81,0.0,10.12092657,362.4381065,6088.759641,326.0323145,2900.736674,759.1532141,206.188318,0.0,424.1147943,3.171856978,569.584654,11.43990388,0,114.4459093,6619.896386,481.0156228,0.0,0.002118416,0.075870819,1.274598231,0.068250673,0.607229912,0.158917724,0.043162245,0.0,0.08878316,0.000663206,0.11923491,0.002395233,0,0.023958093,1.385786236,0.100693964,1072.0,13
Webster County,752,11,100.0,11,48.4962406,21.35454545,277,65.3,25.3,9.4,11.6,2.287288136,16.15846995,45.45,0.0,0.0,1619.874152,8051.791913,54.55956679,7492.199856,1035.097004,340.6326354,0.0,320.2090975,0.0,843.281444,2.603249097,0,351.2960289,8542.841155,622.0906498,0.0,0.0,5.999530686,29.82144404,0.202057762,27.74888087,3.83368231,1.261588448,0.0,1.185956679,0.0,3.123249097,0.009638989,0,1.301083032,31.6401444,2.304043321,1048.509554,10
Wheeler County,753,61,85.92,71,55.24239008,21.35454545,944,41.3,40.3,18.4,18.6,3.3,33.92037303,53.45,0.0,0.0,909.936822,5918.704672,129.9730614,3065.648326,573.6935381,252.8332839,0.0,285.2556356,0.0,856.9998941,10.06341102,0,210.5583792,7639.461864,762.4758263,0.0,0.0,1.02470339,6.665211864,0.146366525,3.452309322,0.646048729,0.284724576,0.0,0.321228814,0.0,0.965084746,0.011334746,0,0.237118644,8.602997881,0.858644068,1048.509554,5
White County,754,256,93.77,273,27.68528464,21.7,4001,47.0,37.6,15.4,15.4,2.2,25.00779423,55.77,0.0,9.435116221,317.755871,6609.626341,195.0230042,4651.146703,554.6728218,156.1110347,4.398900275,312.7085379,0.0,756.6164184,36.82500875,0,109.393909,5481.448138,501.0203099,0.0,0.00252187,0.084916271,1.766335916,0.052116971,1.242956761,0.148227943,0.04171957,0.001174706,0.083566608,0.0,0.202196951,0.00984004,0,0.029235191,1.464843789,0.133891527,1106.0,11
Whitfield County,755,879,87.2,1008,25.89234665,20.4,13054,50.2,37.3,12.4,13.6,3.1,28.10362167,46.15,0.0,2.45574843,153.3194699,6461.179972,370.314859,2795.370212,485.9910242,210.3807952,0.0,410.3403531,0.0,772.3777363,5.800536234,0,92.90158955,6946.966294,502.9556864,0.0,0.000193044,0.012032327,0.507077524,0.029062356,0.219382565,0.0381408,0.016510648,0.0,0.032203922,0.0,0.060616669,0.000455033,0,0.007291252,0.545202237,0.039472192,1050.0,6
Wilcox County,756,81,97.59,83,45.59859155,21.35454545,1193,46.1,35.0,18.9,17.0,2.287288136,18.77890724,43.9,0.0,14.05280805,488.0869237,5652.299799,178.7702263,2600.033806,778.8116094,93.00923722,0.0,332.8491534,0.0,730.9814837,28.49524728,0,226.4571668,6991.34451,334.4104526,0.0,0.01225482,0.425532272,4.92789606,0.155859179,2.266814753,0.679002515,0.08108969,0.0,0.290192791,0.0,0.637300922,0.024844929,0,0.197435038,6.095331098,0.291550712,1060.0,5
Wilkes County,757,85,82.52,103,46.7791411,21.35454545,1375,45.4,39.1,15.5,15.6,4.3,31.67935657,35.37,0.0,0.970909091,413.7467491,5627.638524,370.5516,5258.918684,1085.599113,261.1340073,0.0,672.3691055,2.186181818,810.5265309,12.02023273,0,246.6578255,6012.426909,900.6846109,0.0,0.000734545,0.3144,4.27632,0.281570909,3.996138182,0.824923636,0.198429091,0.0,0.510916364,0.001658182,0.615898182,0.009134545,0,0.187432727,4.568712727,0.684407273,945.0,16
Wilkinson County,758,93,93.94,99,54.66908432,21.35454545,1171,82.2,14.7,3.1,3.8,2.287288136,42.94959552,34.41,0.0,366.2312639,497.1128779,4255.93544,468.0909308,5650.680606,1554.95854,127.4005551,17.37830914,297.0975406,0.0,1141.723219,8.649060632,0,220.5864304,5378.177626,699.2840393,0.0,0.327574722,0.444645602,3.806737831,0.418684885,5.054278395,1.390836892,0.113953886,0.015542272,0.265738685,0.0,1.021221178,0.007736977,0,0.197301452,4.810538002,0.625473954,997.0,16
Worth County,759,162,85.71,189,49.09517426,21.35454545,3194,40.0,38.4,21.5,21.9,5.1,31.35041251,44.57,0.0,61.40431121,193.2046838,4772.702167,271.3522073,3160.306838,719.6376957,193.0339324,0.0,656.2967095,0.0,465.6129806,9.007946149,0,126.1872949,6059.564809,687.7736756,0.0,0.020425798,0.064273638,1.587723857,0.090269255,1.051333751,0.239398873,0.064217282,0.0,0.218328115,0.0,0.15489355,0.002996243,0,0.04197871,2.015823419,0.228800877,1023.0,13
