SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,PROGRAM_TOTAL_Grad_Rate,PROGRAM_PERCENT_Grad_Rate,TOTAL_COUNT_Grad_Rate,direct_cert_perc,ACT Composite,STUDENT_COUNT_ALL_Attendance,FIVE_OR_FEWER_PERCENT_ALL_Attendance,SIX_TO_FIFTEEN_PERCENT_ALL_Attendance,OVER_15_PERCENT_ALL_Attendance,CHRONIC_ABSENT_PERC_ALL_Attendance,PROGRAM_PERCENT_Dropout,Teachers_Percent_Inexp,HOPE_ELIGIBLE_PCT,Debt Services_Expenditures_REV_EXP_VALUE,Federal_Revenues_REV_EXP_VALUE,General Administration_Expenditures_REV_EXP_VALUE,Instruction_Expenditures_REV_EXP_VALUE,Instructional Support_Expenditures_REV_EXP_VALUE,Local_Revenues_REV_EXP_VALUE,Maintenance and Operations_Expenditures_REV_EXP_VALUE,Media_Expenditures_REV_EXP_VALUE,Other_Revenues_REV_EXP_VALUE,Pupil Services_Expenditures_REV_EXP_VALUE,Renovation and Capital Projects_Expenditures_REV_EXP_VALUE,School Administration_Expenditures_REV_EXP_VALUE,School food Services_Expenditures_REV_EXP_VALUE,State Lottery_Revenues_REV_EXP_VALUE,State Other_Revenues_REV_EXP_VALUE,State QBE_Revenues_REV_EXP_VALUE,Transportation_Expenditures_REV_EXP_VALUE,Debt Services_Expenditures_Dollars per FTE,Federal_Revenues_Dollars per FTE,General Administration_Expenditures_Dollars per FTE,Instruction_Expenditures_Dollars per FTE,Instructional Support_Expenditures_Dollars per FTE,Local_Revenues_Dollars per FTE,Maintenance and Operations_Expenditures_Dollars per FTE,Media_Expenditures_Dollars per FTE,Other_Revenues_Dollars per FTE,Pupil Services_Expenditures_Dollars per FTE,Renovation and Capital Projects_Expenditures_Dollars per FTE,School Administration_Expenditures_Dollars per FTE,School food Services_Expenditures_Dollars per FTE,State Lottery_Revenues_Dollars per FTE,State Other_Revenues_Dollars per FTE,State QBE_Revenues_Dollars per FTE,Transportation_Expenditures_Dollars per FTE,SAT Combined Score
647,Dougherty County,707,86.22,820,67.56735951,19.4,13806,54.5,20.7,24.8,25.3,0.9,39.63935045,30.64,0,15.62877372,323.658907,5343.040986,868.1167456,3457.793948,909.7578734,165.9392373,2.903549906,407.3111756,0,753.5182776,5.799876141,0,73.24637694,6658.848906,221.9375395,0,16.47,341.15,5631.85,915.04,3644.7,958.93,174.91,3.06,429.33,0,794.25,6.11,0,77.21,7018.79,233.93,954
648,Douglas County,1897,87.74,2162,34.15772282,20,27891,44.4,29.5,26.1,27.1,1.9,40.11558333,45.32,0,55.74882184,146.6154039,6103.582973,468.3515274,3672.920426,494.9341938,177.9974451,2.441585099,290.5283543,0,723.6720175,4.046643003,0,89.0184045,5658.074827,386.4365229,0,59.55,156.61,6519.67,500.28,3923.31,528.67,190.13,2.61,310.33,0,773.01,4.32,0,95.09,6043.79,412.78,1038
774,Dublin City,145,94.16,154,69.33212176,16.6,2434,43.3,21.7,34.9,35.9,2.287288136,59.88730883,26.71,0,0,434.6457601,3409.125604,934.6546015,4749.191253,874.9067707,101.7944864,0,614.5535867,5.710764174,659.1851561,5.823221035,0,234.4927938,4746.750205,407.9108135,0,0,485.51,3808.08,1044.03,5304.97,977.29,113.71,0,686.47,6.38,736.33,6.5,0,261.93,5302.24,455.65,968
649,Early County,109,81.34,134,63.20371445,21.35454545,1795,43.4,40.9,15.7,18.4,3.9,17.4904943,40.37,0,0,370.9767688,7245.980919,130.8617103,4328.590457,890.1206685,197.7272591,8.467966574,429.617532,0,697.5009972,9.803637883,0,141.5328078,6361.57493,464.232156,0,0,385.36,7526.93,135.94,4496.42,924.63,205.39,8.8,446.28,0,724.55,10.18,0,147.02,6608.23,482.23,953
650,Echols County,50,98.04,51,48.39901478,18.7,888,39.3,35.9,24.8,20.9,2.287288136,22.59502664,40,0,2.30518018,663.7975676,5216.328739,82.59472973,2611.976014,633.3673198,149.8509685,10.71058559,300.1387725,0,469.7924887,12.76563063,0,212.7847635,7286.426802,697.7742005,0,2.42,697.58,5481.78,86.8,2744.89,665.6,157.48,11.26,315.41,0,493.7,13.42,0,223.61,7657.22,733.28,1009
651,Effingham County,787,90.98,865,19.87927565,23,13475,47.2,38.4,14.4,13.4,2.2,35.68480069,47.72,0,26.6175577,297.7484245,5799.525528,406.4759681,3093.893478,636.6735859,158.1846776,0,622.6150865,23.36348942,635.3690323,4.322545455,0,101.8475881,6164.225232,487.3750605,0,28.65,320.54,6243.4,437.59,3330.69,685.4,170.29,0,670.27,25.15,684,4.65,0,109.64,6636.01,524.68,1113
652,Elbert County,167,88.36,189,41.6322314,21.35454545,3031,43.3,39.2,17.5,15.1,3.6,33.1876862,52.63,24.55030023,138.8399637,345.3708446,6013.597984,460.8644573,3453.420887,689.8031805,142.5334708,0,525.9767272,0,791.1585384,7.345988123,0,113.1033289,7025.238535,556.7216463,25.22,142.6,354.73,6176.62,473.36,3547.04,708.5,146.4,0,540.24,0,812.61,7.55,0,116.17,7215.69,571.81,1019
653,Emanuel County,230,88.8,259,53.03696045,19,4101,46,37.3,16.7,15.8,2.9,31.26704953,45.89,0,0,354.8750646,6170.132236,246.2706633,2135.852443,265.3017093,174.7772202,0,559.9203999,0,673.5128505,108.8375786,0,371.618771,6937.237991,475.0403389,0,0,371.74,6463.27,257.97,2237.33,277.91,183.08,0,586.52,0,705.51,114.01,0,389.27,7266.82,497.61,1006
654,Evans County,104,85.25,122,57.27221279,21.35454545,1915,38.1,33.4,28.6,33,2.4,60.05176877,36.89,0,3.020887728,379.9718433,4534.644282,358.7854465,2499.532689,938.573295,196.1608773,0,667.7816397,0,790.0760888,51.29741514,0,140.7766527,6864.418799,345.472423,0,3.19,401.79,4795.05,379.39,2643.07,992.47,207.43,0,706.13,0,835.45,54.24,0,148.86,7258.62,365.31,1075
655,Fannin County,172,90.53,190,27.77777778,21.9,2963,34.5,43.1,22.4,21.4,2.5,31.71242511,53.22,0,32.53636855,511.1662167,7158.724394,505.7449072,7702.181225,877.0219811,249.6334357,0.338457644,407.1719642,0,758.0794128,5.264070199,0,149.2557341,4813.58488,682.0552717,0,34.21,537.47,7527.08,531.77,8098.5,922.15,262.48,0.36,428.12,0,797.09,5.53,0,156.94,5061.27,717.15,1089
656,Fayette County,1572,89.73,1752,12.73527005,24.6,20732,59,30.2,10.8,10.1,1.5,29.38411144,62.07,0,0,168.4992548,7277.196788,637.5306946,5841.648191,761.2706135,171.3092832,0,626.4841096,0,705.075192,4.729567336,0,58.65302527,5180.526336,357.4162131,0,0,175.18,7565.86,662.82,6073.37,791.47,178.1,0,651.33,0,733.04,4.92,0,60.98,5386.02,371.59,1154
657,Floyd County,627,94.14,666,32.55892636,21.2,9398,45.9,37.2,16.9,18.4,1.2,29.26106428,49.68,0,0.382116408,320.26279,6647.965114,329.2223579,4280.736427,904.771778,162.9234869,17.46158119,362.0815195,0,723.407608,11.39422643,0,92.85831028,6577.403703,569.2816621,0,0.4,335.81,6970.61,345.2,4488.49,948.68,170.83,18.31,379.65,0,758.52,11.95,0,97.36,6896.62,596.91,1082
658,Forsyth County,3736,96.41,3875,6.10703581,25.4,52823,56.4,32.1,11.5,10.1,0.6,34.61390703,70.19,0.018931147,6.260667323,79.25396778,6709.694917,413.2030384,4903.143051,649.9483112,66.07886527,2.41680783,209.4831571,0,552.982121,8.634542907,0,91.58153759,4495.103497,321.4259361,0.02,6.43,81.39,6890.63,424.35,5035.36,667.47,67.86,2.48,215.13,0,567.89,8.87,0,94.05,4616.32,330.09,1178
659,Franklin County,233,90.31,258,33.71136944,21.9,3835,24.7,38.8,36.5,35.2,1.9,28.22861118,49.16,0,55.51097523,301.5943233,5734.082602,397.8260391,3790.939525,658.9188031,131.6263051,0,413.5718748,0,614.529309,7.575288136,0,209.3922712,6461.89987,668.0211213,0,59.68,324.25,6164.9,427.72,4075.76,708.43,141.52,0,444.64,0,660.7,8.14,0,225.12,6947.4,718.21,1059
660,Fulton County,6648,87.72,7579,26.00606239,25.3,95026,34.9,26.9,38.2,38.1,2,39.43055444,57.74,0,9.823760655,239.4272391,6933.400138,860.4424593,7473.95963,729.4538826,179.7714471,7.035280134,740.5455541,0.109856355,628.0574998,0.102338518,0,75.64201945,3898.371867,512.3832706,0,10.51,256.2,7419.1,920.72,7997.53,780.55,192.36,7.53,792.42,0.12,672.05,0.11,0,80.94,4171.46,548.28,1098
776,Gainesville City,460,86.96,529,34.248226,22.3,8218,47.2,30.8,22,21.9,3.2,40.08280377,42.59,0,20.75539669,328.9399647,5709.422283,567.0414541,4288.806057,810.4428936,128.9674909,9.472097834,304.0899416,0,728.5561292,5.429625213,0,67.41623509,4874.881115,416.3526551,0,20.97,332.34,5768.38,572.9,4333.1,818.81,130.3,9.57,307.23,0,736.08,5.49,0,68.11,4925.22,420.65,1054
661,Gilmer County,238,94.07,253,32.97256481,20.5,4230,38.9,38.9,22.2,22.5,2.7,34.63302752,58.33,0.558510638,12.80928605,295.3326194,6232.452771,175.490974,5079.630766,813.2085083,142.0640331,34.464487,293.6057707,0,650.6674397,7.910869976,0,118.1105012,4838.455792,542.538234,0.57,13.13,302.78,6389.55,179.91,5207.67,833.71,145.64,35.33,301.01,0,667.07,8.11,0,121.09,4960.41,556.21,993
662,Glascock County,40,97.56,41,27.23809524,21.35454545,552,50,35.1,14.9,13.4,2.287288136,42.26545455,58.54,0,9.875036232,967.3661594,6284.965743,337.8919928,3141.76779,1050.327409,219.059692,1.324076087,455.0459601,0,686.2012681,6.467083333,0,384.6994203,7811.782609,767.9204167,0,10.3,1009.43,6558.23,352.58,3278.37,1095.99,228.58,1.38,474.83,0,716.04,6.75,0,401.43,8151.43,801.31,1031
663,Glynn County,767,93.88,817,38.18107998,21.2,13533,51.6,33.9,14.5,16.2,1.4,33.08387443,56.03,22.90258849,75.46470775,154.8789197,6321.342241,417.0406303,6327.889699,981.6929964,158.6693446,0,322.9691229,2.275110471,591.5203244,6.22000665,0,-462.0798212,4052.708934,396.4482295,24.73,81.49,167.24,6825.72,450.32,6832.79,1060.02,171.33,0,348.74,2.46,638.72,6.72,0,-498.95,4376.07,428.08,1108
664,Gordon County,419,96.99,432,30.66533267,20.2,6496,28.1,35.3,36.5,35.8,1.2,27.29167627,59.2,0,2.818482143,253.1664871,6171.900559,398.5019935,3257.575899,946.6058605,146.1500677,4.25885468,291.0589871,0,542.3184667,4.611579433,0,110.7249446,6254.53202,533.4301216,0,3,269.56,6571.49,424.3,3468.48,1007.89,155.61,4.53,309.9,0,577.43,4.91,0,117.89,6659.47,567.97,1033
665,Grady County,263,92.28,285,42.98978644,20.6,4582,53.1,33.8,13.1,13.2,1.4,33.09651773,51.94,193.2879289,0,180.7405958,5425.061093,376.3460716,2167.032687,734.6551244,182.9018551,0,320.296148,0,604.9638651,5.951641205,0,88.85107813,6736.521825,348.0762702,200.6,0,187.58,5630.27,390.58,2249,762.44,189.82,0,332.41,0,627.85,6.18,0,92.21,6991.33,361.24,957
666,Greene County,153,94.44,162,37.68595041,21.35454545,2522,45.8,35.9,18.3,16.1,2.2,54.70272904,57.52,0,5.222323553,631.6714195,5605.740615,319.5568834,11178.67296,707.4909477,126.5198017,3.041169707,457.3046788,0,528.1134576,8.39520222,0,227.5347819,3999.002379,282.9325852,0,5.37,649.44,5763.42,328.55,11493.12,727.39,130.08,3.13,470.17,0,542.97,8.63,0,233.94,4111.49,290.89,1048.509554
726,Griffin-Spalding County,538,83.54,644,51.83110728,19.2,10232,40.1,28.2,31.6,33.8,2.6,48.94368231,38.24,0,64.89338937,231.8062373,5797.575434,784.7552258,3164.287994,862.2551661,167.1838595,0,272.2206753,0,518.793188,6.472103206,0,95.62562647,6521.227228,509.6404163,0,71.24,254.46,6364.21,861.45,3473.55,946.53,183.52,0,298.83,0,569.5,7.1,0,104.97,7158.59,559.45,1000
667,Gwinnett County,11757,82.48,14255,21.2664013,23.5,191293,73.5,18.3,8.2,8.6,3.8,36.69882238,53.39,0,8.024141343,194.6597103,5935.195611,543.6785559,4230.767582,668.4073557,120.5845478,0,292.1844519,0.260657891,773.7178423,2.565706377,0,86.11809104,5358.01918,529.2764016,0,8.33,202.17,6164.11,564.65,4393.94,694.19,125.24,0,303.45,0.27,803.56,2.66,0,89.44,5564.67,549.69,1128
668,Habersham County,449,97.61,460,28.06383619,22.2,7100,58.6,32.2,9.3,13.1,2.287288136,32.73222061,50.55,0.246830986,6.966160563,151.7003873,6887.97967,311.7665648,3885.194569,854.8037845,164.4116577,11.25498592,305.4029,0,710.6489803,6.862567606,0,158.5844831,6613.995893,586.2050451,0.26,7.22,157.28,7141.45,323.24,4028.17,886.26,170.46,11.67,316.64,0,736.8,7.12,0,164.42,6857.38,607.78,1107
669,Hall County,1796,87.31,2057,22.08374125,22.4,28312,47.4,34.8,17.8,18.5,2.4,35.06545263,48.73,0,16.80766813,123.4410508,6221.738365,454.4459265,4356.09408,328.1981524,152.4851755,13.40359459,429.8608403,0,622.8064598,4.450975911,0,77.19034791,5333.444617,305.90122,0,17.1,125.56,6328.59,462.25,4430.9,333.83,155.1,13.63,437.24,0,633.5,4.53,0,78.52,5425.04,311.15,1106
670,Hancock County,54,87.1,62,67.16621253,21.35454545,794,85.6,11,3.4,3.4,5.2,45.54257426,47.37,0,26.38960957,1047.08335,5711.557456,1390.881121,8218.943186,2450.619295,244.3237657,0,254.3483501,0,943.5805919,14.20921914,0,264.5352645,5306.604534,1078.052834,0,28.09,1114.46,6079.06,1480.37,8747.78,2608.3,260.04,0,270.71,0,1004.29,15.12,0,281.56,5648.05,1147.42,1048.509554
671,Haralson County,198,96.59,205,41.52515219,20.7,3447,53.3,36.1,10.6,13.4,1.1,26.24633822,44.62,0,1.94391935,383.5313055,6590.307238,358.4149637,3229.324842,648.9701334,205.7574296,0,332.69528,0,709.7127415,5.384873803,0,103.2439687,7714.882797,523.2236205,0,2.14,422.24,7255.44,394.59,3555.25,714.47,226.52,0,366.27,0,781.34,5.93,0,113.66,8493.52,576.03,1079
672,Harris County,409,92.12,444,18.07114324,23.1,5555,34.8,39.2,26,23.7,2.2,27.51874718,56.09,0,7.991944194,338.1738974,6031.406376,348.1112457,5036.037865,583.4790621,165.4691485,2.015767777,490.2926319,0,664.4208281,5.573443744,0,154.8152619,4909.693969,937.7072061,0,8.35,353.38,6302.57,363.76,5262.45,609.71,172.91,2.11,512.34,0,694.29,5.82,0,161.78,5130.43,979.87,1125
673,Hart County,223,96.96,230,36.5613826,23.6,3562,46.2,38.1,15.7,16.5,1,33.957795,54.05,0,2.748455924,214.3194357,5979.555371,353.2741662,4682.395343,759.8877765,142.1623891,1.158057271,347.21105,0,648.2437086,7.12062886,0,148.8708254,5082.488209,487.2187619,0,2.89,225.46,6290.37,371.64,4925.78,799.39,149.55,1.22,365.26,0,681.94,7.49,0,156.61,5346.67,512.54,1051
674,Heard County,130,93.53,139,35.8662614,20.7,2135,48,34.9,17.1,16.9,2.287288136,30.59986082,53.13,0,3.1264637,542.5794941,5462.79919,269.444103,4242.402042,942.9906838,171.875555,0,362.2556253,0,788.7795176,6.311119438,0,72.7309274,6184.359719,445.5989321,0,3.37,585.35,5893.42,290.68,4576.82,1017.32,185.42,0,390.81,0,850.96,6.81,0,78.46,6671.86,480.72,1039
675,Henry County,3224,87.58,3681,30.71489726,20.5,45579,54,26.7,19.2,21.5,2.3,42.24024077,37.25,0,47.77599662,105.6416804,5911.315286,365.4349189,3990.355111,734.6642667,130.3364769,0,371.9334705,6.379034204,655.7011481,2.095769324,0,92.96466202,4621.852673,334.3284366,0,51.3,113.43,6347.19,392.38,4284.59,788.84,139.95,0,399.36,6.85,704.05,2.25,0,99.82,4962.65,358.98,1032
676,Houston County,1882,88.82,2119,29.29667028,22.9,31290,38.8,36.2,25,23.8,1.7,33.70647239,53.13,0,62.1677357,132.1741748,6045.746366,368.7304305,3129.239874,732.9448939,120.9850633,0,442.7635174,0,660.6882534,0,0,86.67138319,6565.537616,507.0504912,0,67.19,142.84,6533.74,398.49,3381.82,792.11,130.75,0,478.5,0,714.02,0,0,93.67,7095.49,547.98,1096
677,Irwin County,114,92.68,123,43.88535032,21.35454545,1670,48,36.6,15.4,14.1,2.2,24.30851064,42.98,0,2.398203593,499.5002635,5753.712719,375.2667186,2680.197605,701.3375928,129.6852934,0,401.2672335,0,592.5753473,13.44579641,0,183.0009102,7583.542515,438.8101437,0,2.54,528.29,6085.31,396.89,2834.66,741.76,137.16,0,424.39,0,626.73,14.22,0,193.55,8020.59,464.1,982
678,Jackson County,481,93.76,513,22.01678628,21.8,8910,52.8,33.2,14,14.3,1.2,44.20922643,46.69,0,19.24590572,257.4676846,6454.484875,575.3508462,5134.263747,835.6875567,133.6990752,0,301.8860359,0,551.6088249,3.339996633,0,208.8295859,5114.874074,665.3455499,0,20.38,272.61,6834.16,609.2,5436.28,884.85,141.56,0,319.64,0,584.06,3.54,0,221.11,5415.75,704.48,1055
679,Jasper County,144,88.34,163,36.31111111,18.9,2397,53.3,35.7,11.1,10.7,2.287288136,42.76992288,45.07,0,13.69953275,307.1795995,5913.683392,315.0071089,4186.277672,874.7891865,129.5069337,0,481.8672966,0,665.1511139,13.39495202,0,137.7475553,6106.806425,821.5230288,0,14.39,322.66,6211.7,330.88,4397.24,918.87,136.03,0,506.15,0,698.67,14.07,0,144.69,6414.56,862.92,1053
680,Jeff Davis County,162,93.64,173,45.19363762,21.35454545,3052,35.1,39.1,25.9,26.5,2.287288136,26.21195351,45.06,8.134066186,0,380.0571822,5386.621265,239.6230963,1924.015564,686.1833028,131.1868906,7.192005242,457.1725819,3.555045872,471.5781193,7.287807995,0,181.8044233,6990.519987,627.909076,8.4,0,392.4,5561.56,247.41,1986.5,708.47,135.45,7.43,472.02,3.67,486.89,7.52,0,187.71,7217.55,648.3,981
779,Jefferson City,239,97.55,245,12.33953367,21.8,4011,29,41.1,29.9,24.1,0.9,27.60540971,65.13,5.191396161,0,236.4023161,5919.219033,258.4721242,3053.443625,478.1559636,133.5177038,0,329.724909,0,534.5523037,7.347474445,0,94.33017701,5090.34904,230.9804164,5.38,0,244.95,6133.3,267.82,3163.88,495.45,138.35,0,341.65,0,553.89,7.61,0,97.74,5274.45,239.33,1134
681,Jefferson County,185,90.24,205,58.9958159,21.35454545,2313,58.3,30.5,11.2,10.3,2.287288136,50.77302726,44.13,0.921980112,35.47871595,241.8282793,6602.593575,208.8753221,3726.624462,882.8252054,230.6604194,0,371.7264462,0,756.6738435,0,0,135.1054864,6783.728491,535.4798184,0.98,37.83,257.88,7040.94,222.74,3974.04,941.44,245.97,0,396.41,0,806.91,0,0,144.08,7234.1,571.03,910
682,Jenkins County,67,81.71,82,53.96226415,21.35454545,1156,41,39.2,19.8,23,3.9,15.78256071,44.12,0,0,539.0998097,6521.13032,586.2014446,3560.210035,671.8775779,102.4717128,21.60581315,297.6602941,13.24502595,870.6718339,12.13425606,0,217.024083,7192.930796,808.5380969,0,0,585.71,7084.99,636.89,3868.05,729.97,111.33,23.47,323.4,14.39,945.96,13.18,0,235.79,7814.88,878.45,1048.509554
683,Johnson County,84,87.5,96,52.26824458,21.35454545,1065,44.9,37.6,17.6,17.5,2.287288136,42.63940256,49.35,0,2.924882629,490.722,4328.607408,516.7182535,2785.673944,900.1099624,219.0220563,0,182.1512113,656.4528826,892.8267512,10.457277,0,688.8288075,7830.093897,691.1747042,0,3.04,509.38,4493.15,536.36,2891.56,934.32,227.35,0,189.08,681.41,926.76,10.85,0,715.01,8127.73,717.45,1042
684,Jones County,328,87,377,28.91121591,21.9,5175,52.4,34.2,13.4,13.3,2.3,36.56406586,45,0,21.61737005,223.226456,6466.934189,371.7027266,2840.822149,848.3670068,167.1527072,66.9794744,372.0692116,0,657.8220444,55.69365604,0,140.8013353,6968.51942,614.4270396,0,22.77,235.13,6811.8,391.52,2992.32,893.61,176.07,70.55,391.91,0,692.9,58.66,0,148.31,7340.14,647.19,1058
685,Lamar County,157,86.26,182,40.07782101,21.35454545,2806,64.8,28.2,7,7.1,2.8,31.27095398,36.94,0,0,367.4502316,5427.954768,351.1906486,3632.30768,680.2690663,141.2029259,0,237.0289024,0,446.8053671,3.866913756,0,209.6711618,4552.809337,436.2801996,0,0,399.17,5896.57,381.51,3945.9,739,153.39,0,257.49,0,485.38,4.2,0,227.77,4945.87,473.95,1003
686,Lanier County,81,88.04,92,43.48894349,21.35454545,1783,49.3,38.1,12.6,14.1,3.6,35.94594595,45.57,0,23.95793606,355.8862311,5203.818256,374.0883231,2217.183202,905.5287437,145.2449187,0,526.3726809,0,683.3855749,7.142366798,0,94.9951318,7850.777902,585.3169153,0,25.92,385.04,5630.1,404.73,2398.81,979.71,157.14,0,569.49,0,739.37,7.73,0,102.78,8493.89,633.26,1022
687,Laurens County,401,87.94,456,40.06877354,20.3,6435,46.6,37.1,16.3,15.8,1.4,30.40998217,57.39,9.569358197,2.48951049,394.8519176,6133.409838,151.1779782,2559.679627,514.0446853,139.7215136,1.925407925,506.0132152,0,626.6968609,7.085959596,0,102.8130427,7072.546698,514.7690583,10.04,2.61,414.09,6432.28,158.54,2684.41,539.09,146.53,2.02,530.67,0,657.24,7.43,0,107.82,7417.18,539.85,1038
688,Lee County,407,93.56,435,29.33093407,19.5,6448,54.9,34,11.1,11.3,2.7,37.59752322,48.56,0,16.32829404,162.8661476,5620.480901,247.777303,3155.920678,876.9732987,187.6692432,4.854199752,420.2524628,0,532.0423387,4.964961228,0,101.7437205,6077.953784,549.9887748,0,17.07,170.23,5874.67,258.98,3298.65,916.64,196.16,5.07,439.26,0,556.1,5.19,0,106.35,6352.84,574.86,1049
689,Liberty County,584,92.11,634,38.49901524,19.7,11102,45.3,28.4,26.3,29,2,37.13003376,37.37,0,231.1113007,167.2000946,5668.066021,161.8065637,2397.195337,669.5317357,190.6376184,0,398.3241767,0,623.8928139,5.238147181,0,109.6796028,6070.15871,542.9483318,0,263.89,190.91,6471.96,184.76,2737.19,764.49,217.68,0,454.82,0,712.38,5.98,0,125.24,6931.08,619.95,1017
690,Lincoln County,66,89.19,74,43.33958724,21.35454545,1103,35.1,36.8,28.1,24.9,2.287288136,43.10752688,49.23,0,244.6502357,471.3073527,6840.307842,256.2737625,4760.256138,1096.561342,238.4574887,0,428.792194,0,934.4106256,11.86688123,0,288.3913871,6145.659112,884.4249048,0,254.82,490.89,7124.51,266.92,4958.04,1142.12,248.37,0,446.61,0,973.23,12.36,0,300.37,6401,921.17,1075
691,Long County,224,95.32,235,32.63271355,21.35454545,4121,62.8,29,8.3,11.3,1.1,51.59180113,45.65,0,62.73580199,222.7888522,4564.485081,412.4121621,1519.479289,530.1602014,111.7147197,0,341.9360083,0,445.717008,7.255882067,0,112.700364,6664.402087,551.2300073,0,68.16,242.05,4959.2,448.08,1650.88,576.01,121.38,0,371.5,0,484.26,7.88,0,122.45,7240.71,598.9,975
692,Lowndes County,586,92.43,634,29.06432749,22.2,11089,56.7,34.1,9.3,10.3,1.8,29.93888573,59.22,0,103.6655298,227.6994319,5298.793048,400.753425,3091.707639,710.5651592,132.5040373,0,330.8950473,10.58785373,466.5052295,5.011452791,0,80.73313644,5899.399856,281.0526558,0,110.49,242.69,5647.67,427.14,3295.27,757.35,141.23,0,352.68,11.28,497.22,5.34,0,86.05,6287.82,299.56,1104
693,Lumpkin County,248,98.41,252,24.85175202,22.1,4129,48.9,37.5,13.6,15.1,0.9,28.8332983,51.19,1.435376605,2.586582708,254.9305062,5788.218687,423.8101986,4225.21783,572.7606442,156.4194648,0,561.0315863,0,619.7744999,34.9349673,0,74.11789295,5054.166868,496.6748511,1.58,2.85,281,6380.02,467.14,4657.21,631.32,172.41,0,618.39,0,683.14,38.51,0,81.7,5570.92,547.46,1069
694,Macon County,68,78.16,87,62.70718232,21.35454545,1169,65.2,23.1,11.7,13.6,2.287288136,54.86098655,20.59,0,0,834.4073482,4634.26337,514.7514713,6321.615543,1230.374175,198.3862275,0,466.1225663,0,642.1629256,9.521659538,0,156.531728,4511.351583,495.1230539,0,0,883.53,4907.11,545.06,6693.81,1302.81,210.07,0,493.57,0,679.97,10.08,0,165.75,4776.97,524.27,874
695,Madison County,302,95.27,317,31.25130127,23.2,5109,43.1,37.9,18.9,18.9,1.5,24.27368267,37.5,0,0.390025445,343.8136465,6567.050732,344.1660384,3280.130251,304.7087865,155.4761989,47.66040321,577.9059601,0.710309258,679.2808632,7.683832453,0,169.6061812,7605.548444,451.8107497,0,0.41,358.55,6848.55,358.92,3420.74,317.77,162.14,49.7,602.68,0.74,708.4,8.01,0,176.88,7931.57,471.18,1068
781,Marietta City,554,86.7,639,30.52246727,23.2,9342,53.4,27.3,19.3,21,2.1,37.47521116,39.56,0,17.88190966,326.7092732,7328.662306,697.9716153,6959.321663,567.2294391,144.6298576,0.80817812,752.663982,0,810.396368,3.196177478,0,139.5463434,5009.814387,446.6313295,0,18.96,346.32,7768.56,739.87,7377.05,601.28,153.31,0.86,797.84,0,859.04,3.39,0,147.92,5310.53,473.44,1052
696,Marion County,73,84.88,86,47.36408567,21.35454545,1302,65.7,27.3,7,7.1,2.287288136,34.04791929,47.69,0,12.87634409,426.913341,4927.916905,567.7923656,2859.118134,1074.201244,167.5483948,0,292.7652227,0,688.8366897,4.168717358,0,157.11202,7169.81106,850.5046697,0,13.61,451.17,5207.91,600.05,3021.57,1135.24,177.07,0,309.4,0,727.98,4.41,0,166.04,7577.19,898.83,1038
697,McDuffie County,194,83.26,233,53.21321321,21.35454545,3515,63.4,25.2,11.4,10.8,2.1,38.88991579,44.74,0,1.266002845,279.9512603,5796.17623,458.4542817,3599.262003,818.0077354,224.8883585,0,452.2976814,0,736.2658293,5.877604552,0,100.1259317,6436.375818,493.5673201,0,1.33,294.8,6103.52,482.76,3790.12,861.38,236.81,0,476.28,0,775.31,6.19,0,105.44,6777.67,519.74,1022
698,McIntosh County,78,97.5,80,47.96680498,21.35454545,1321,39.7,39.1,21.2,21.1,2.287288136,52.97233667,38.27,0,90.53935655,463.9712188,5655.876858,523.482112,6423.770802,1035.675958,260.8614232,22.1297729,429.7514762,0,761.8579485,35.59719909,0,247.8141559,4701.968963,667.6141559,0,98.85,506.53,6174.72,571.5,7013.06,1130.68,284.79,24.16,469.17,0,831.75,38.86,0,270.55,5133.31,728.86,1048.509554
699,Meriwether County,124,81.58,152,55.98911071,16,2436,52.5,32.1,15.5,18.7,3.3,51.90776555,44.8,0,109.8788095,537.7143801,5395.490517,519.5681034,4888.947188,1205.113021,108.9612849,0,797.5821141,0,796.9120854,9.699958949,0,282.7316174,6466.275862,939.7207102,0,121.28,593.51,5955.33,573.48,5396.23,1330.16,120.27,0,880.34,0,879.6,10.71,0,312.07,7137.22,1037.23,1048.509554
700,Miller County,72,96,75,47.22598106,21.35454545,803,36.2,35,28.8,30.5,2.287288136,33.07374101,52.78,0,2.98256538,929.1399004,5646.423051,418.1489539,5110.302927,1308.273512,142.9520797,0,313.9571606,0,795.4832254,9.994097136,0,261.1513699,7149.462017,1021.311968,0,3.23,1005.52,6110.62,452.53,5530.42,1415.83,154.7,0,339.77,0,860.88,10.82,0,282.62,7737.22,1105.27,940
701,Mitchell County,80,90.91,88,68.92655367,21.35454545,1551,92.2,6.2,1.6,1.6,2.287288136,54.88216355,44.83,0,0,365.9212057,4829.38608,737.7629981,8092.77735,758.8031721,112.7107479,83.81689233,253.9420438,0,754.1123404,14.89257253,0,157.9597421,5090.357189,620.5536299,0,0,454.04,5992.3,915.42,10041.52,941.52,139.85,104,315.09,0,935.7,18.48,0,196,6316.12,769.98,1024
